Height,Weight,Age,Gender,Activity,Diet,Health Goal,Breakfast,B_Calories,B_Carbs,B_Protein,B_Fats,Lunch,L_Calories,L_Carbs,L_Protein,L_Fats,Dinner,D_Calories,D_Carbs,D_Protein,D_Fats
178,67,20,Male,Sedentary,Non-Vegetarian,Maintain,Mutton Kheema Dosa & Onion Chutney + Dates,380,56,23,10,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Palak Paneer & Chapati + Guava,490,80,22,12
172,52,57,Female,Sedentary,Non-Vegetarian,Weight Loss,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Brinjal Gothsu & Millets + Apple,470,70,20,8
160,68,59,Male,Very Active,Vegetarian,Maintain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
171,65,35,Female,Moderately Active,Non-Vegetarian,Weight Loss,Fish Cutlet & Ragi Idli + Banana,350,53,19,8,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
163,80,54,Male,Sedentary,Non-Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Rajma Curry & Brown Rice + Mango,540,82,20,12,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
182,89,22,Female,Lightly Active,Non-Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Vegetable Biryani & Raita + Guava,580,88,20,14,Egg Omelette & Steamed Rice + Beetroot Salad,600,90,30,16
152,87,58,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Palak Paneer & Chapati + Guava,490,80,22,12
165,95,49,Female,Very Active,Vegetarian,Maintain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
152,56,53,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Idli & Sambar + Banana,280,50,10,2,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
186,52,21,Male,Sedentary,Non-Vegetarian,Muscle Gain,Chicken Keema Dosa & Mint Chutney + Kiwi,360,50,18,8,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Chicken Sukka & Millet Roti + Buttermilk,630,90,35,18
172,62,42,Female,Very Active,Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Palak Paneer & Chapati + Guava,490,80,22,12
158,62,60,Male,Very Active,Non-Vegetarian,Maintain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
181,72,33,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Egg Dosa & Mint Chutney + Apple,360,50,15,7,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
170,63,38,Female,Moderately Active,Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
179,68,32,Female,Sedentary,Vegetarian,Weight Loss,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Adai & Avial + Mixed Fruit Salad,490,75,22,10
186,100,28,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Egg Pepper Fry & Lemon Rice + Spinach Salad,640,92,34,18,Egg Podimas & Jeera Rice + Spinach Salad,550,80,28,14
179,69,38,Female,Sedentary,Vegetarian,Maintain,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Rajma Masala & Bajra Roti + Curd,500,82,23,13
169,80,41,Female,Moderately Active,Vegetarian,Maintain,Ragi Porridge & Almonds + Chikku,290,48,10,4,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
176,80,40,Female,Lightly Active,Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
182,94,60,Male,Sedentary,Non-Vegetarian,Muscle Gain,Egg Curry & Chapati + Papaya,350,50,18,7,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
151,62,32,Male,Lightly Active,Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
172,93,32,Male,Sedentary,Vegetarian,Weight Loss,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Brinjal Gothsu & Millets + Apple,470,70,20,8
164,81,20,Male,Lightly Active,Vegetarian,Maintain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Brinjal Gothsu & Millets + Apple,470,70,20,8
160,90,23,Male,Lightly Active,Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
174,79,46,Male,Lightly Active,Non-Vegetarian,Weight Loss,Fish Cutlet & Ragi Idli + Banana,350,53,19,8,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Curd Rice & Pomegranate + Almonds,450,74,17,10
185,72,47,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Appam & chicken Curry + Kiwi,340,55,12,6,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Mutton Soup & Millet Roti + Spinach Stir Fry,650,90,40,18
159,99,36,Female,Sedentary,Vegetarian,Weight Loss,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
155,56,41,Male,Very Active,Non-Vegetarian,Maintain,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
157,59,37,Male,Lightly Active,Non-Vegetarian,Weight Loss,Methi Thepla & Yogurt + Guava,340,58,14,7,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Fish Curry & Brown Rice + Cabbage Poriyal,610,88,32,16
153,61,34,Male,Moderately Active,Non-Vegetarian,Weight Loss,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Mutton Soup & Millet Roti + Spinach Stir Fry,650,90,40,18
152,70,28,Male,Moderately Active,Non-Vegetarian,Maintain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Mixed Sprouts Khichdi & Yogurt + Apple,520,80,19,10,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
167,74,36,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Mutton Keema Curry & Parotta + Buttermilk,750,100,42,24
153,61,35,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Prawn Masala & Brown Rice + Carrot Raita,640,88,28,16,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
178,58,25,Male,Moderately Active,Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Rajma Masala & Bajra Roti + Curd,500,82,23,13
155,63,23,Male,Lightly Active,Vegetarian,Muscle Gain,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
183,61,34,Female,Moderately Active,Non-Vegetarian,Maintain,Chicken Stuffed Dosa & Mint Chutney + Mango,370,55,20,9,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
156,92,24,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Rajma Curry & Brown Rice + Mango,540,82,20,12,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
157,72,22,Female,Moderately Active,Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Vegetable Biryani & Raita + Guava,580,88,20,14,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
151,67,45,Female,Moderately Active,Non-Vegetarian,Weight Loss,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
168,88,55,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Egg Bhurji & Bajra Roti + Almonds,370,55,22,9,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Fish Fry & Red Rice + Sprouted Moong Salad,620,82,38,15
174,84,44,Male,Very Active,Non-Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Palak Paneer & Chapati + Guava,490,80,22,12
180,76,27,Male,Very Active,Vegetarian,Weight Loss,Ragi Porridge & Almonds + Orange,280,50,10,4,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
186,84,38,Male,Moderately Active,Non-Vegetarian,Maintain,Dosa & Coconut Chutney + Orange,320,55,8,5,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Chicken Curry & Brown Rice + Guava,580,85,36,14
189,97,30,Male,Lightly Active,Non-Vegetarian,Weight Loss,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Rajma Masala & Bajra Roti + Curd,500,82,23,13
159,99,53,Male,Sedentary,Vegetarian,Weight Loss,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
172,80,45,Female,Moderately Active,Non-Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Rajma Masala & Bajra Roti + Curd,500,82,23,13
156,99,30,Male,Moderately Active,Non-Vegetarian,Weight Loss,Dosa & Coconut Chutney + Orange,320,55,8,5,Rajma Curry & Brown Rice + Mango,540,82,20,12,Grilled Fish & Jeera Rice + Curd,630,92,34,18
174,75,44,Male,Lightly Active,Non-Vegetarian,Weight Loss,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Grilled Chicken & Bajra Roti + Curd,670,95,38,20
152,64,28,Male,Lightly Active,Non-Vegetarian,Maintain,Spicy Tuna Cutlet & Lemon Rice + Kiwi,390,60,25,11,Grilled Chicken & Bajra Roti + Curd,670,95,38,20,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
163,67,53,Female,Moderately Active,Vegetarian,Maintain,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Brinjal Gothsu & Millets + Apple,470,70,20,8
169,88,51,Female,Moderately Active,Vegetarian,Muscle Gain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
188,91,20,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Grilled Fish & Jeera Rice + Curd,630,92,34,18
157,71,59,Female,Sedentary,Non-Vegetarian,Muscle Gain,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
153,55,46,Male,Lightly Active,Vegetarian,Muscle Gain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
172,61,23,Female,Sedentary,Vegetarian,Maintain,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
160,61,30,Female,Very Active,Vegetarian,Muscle Gain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
158,98,38,Female,Sedentary,Vegetarian,Weight Loss,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
154,70,42,Female,Lightly Active,Non-Vegetarian,Maintain,Methi Thepla & Yogurt + Guava,340,58,14,7,Egg Masala & Ghee Rice + Carrot Raita,620,92,28,17,Grilled Fish & Jeera Rice + Curd,630,92,34,18
173,88,44,Female,Very Active,Non-Vegetarian,Weight Loss,Egg Bhurji & Millet Roti + Chikku,340,53,14,7,Chicken Sukka & Chapati + Tomato Soup,680,92,34,18,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
159,82,33,Male,Moderately Active,Non-Vegetarian,Maintain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Palak Paneer & Chapati + Guava,490,80,22,12
171,87,52,Female,Sedentary,Non-Vegetarian,Weight Loss,Ragi Porridge & Almonds + Chikku,290,48,10,4,Tandoori Chicken & Whole Wheat Roti + Cucumber Salad,700,100,40,22,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
168,72,33,Male,Moderately Active,Non-Vegetarian,Weight Loss,Egg Bhurji & Millet Roti + Chikku,340,53,14,7,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
150,69,23,Female,Very Active,Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
182,75,54,Female,Lightly Active,Vegetarian,Weight Loss,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Bottlegourd Curry & Brown Rice + Guava,510,78,17,9,Tomato Kurma & Whole Wheat Roti + Carrot Raita,460,75,18,9
166,89,34,Male,Very Active,Non-Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Fish Fry & Millet Rice + Pomegranate,620,90,30,16,Adai & Avial + Mixed Fruit Salad,490,75,22,10
154,52,33,Female,Lightly Active,Non-Vegetarian,Weight Loss,Mutton Kheema Dosa & Onion Chutney + Dates,380,56,23,10,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
151,51,54,Male,Moderately Active,Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
169,81,36,Female,Moderately Active,Vegetarian,Muscle Gain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
180,87,28,Male,Sedentary,Vegetarian,Maintain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
166,89,56,Female,Lightly Active,Vegetarian,Muscle Gain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Rajma Masala & Bajra Roti + Curd,500,82,23,13
169,68,48,Female,Very Active,Vegetarian,Maintain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
179,78,40,Female,Sedentary,Non-Vegetarian,Weight Loss,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Mutton Keema & Ragi Chapati + Buttermilk,730,98,41,22,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
169,98,56,Female,Very Active,Non-Vegetarian,Weight Loss,Ragi Porridge & Almonds + Chikku,290,48,10,4,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
159,89,53,Male,Moderately Active,Vegetarian,Weight Loss,Ragi Porridge & Almonds + Orange,280,50,10,4,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Rajma Masala & Bajra Roti + Mango,490,80,21,11
186,95,42,Male,Sedentary,Non-Vegetarian,Weight Loss,Ragi Porridge & Almonds + Chikku,290,48,10,4,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Adai & Avial + Mixed Fruit Salad,490,75,22,10
185,60,48,Male,Very Active,Non-Vegetarian,Weight Loss,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
180,80,48,Male,Sedentary,Non-Vegetarian,Weight Loss,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
158,83,41,Male,Moderately Active,Non-Vegetarian,Muscle Gain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Chicken Stew & Appam + Cabbage Poriyal,610,85,35,16
178,69,27,Male,Lightly Active,Vegetarian,Muscle Gain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
164,66,56,Male,Very Active,Vegetarian,Maintain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
172,92,23,Female,Very Active,Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
154,63,53,Male,Sedentary,Non-Vegetarian,Muscle Gain,Egg Appam & Coconut Stew + Muskmelon,340,54,15,7,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Egg Bhurji & Chapati + Watermelon,570,88,30,16
182,60,21,Female,Sedentary,Vegetarian,Muscle Gain,Methi Thepla & Yogurt + Guava,340,58,14,7,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
170,82,54,Male,Sedentary,Non-Vegetarian,Weight Loss,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
150,63,32,Male,Sedentary,Vegetarian,Muscle Gain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Green Gram Sundal & Chapati + Banana,460,75,19,9
168,80,19,Female,Moderately Active,Vegetarian,Weight Loss,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
151,79,35,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Grilled Chicken & Bajra Roti + Curd,670,95,38,20,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
167,54,25,Male,Sedentary,Non-Vegetarian,Muscle Gain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Drumstick Sambar & Ragi Mudde + Muskmelon,550,90,22,12,Egg Pepper Masala & Millet Roti + Papaya,590,85,32,15
178,97,41,Female,Very Active,Non-Vegetarian,Maintain,Appam & chicken Curry + Kiwi,340,55,12,6,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Mutton Pepper Fry & Chapati + Tomato Soup,710,98,40,22
178,71,39,Male,Very Active,Non-Vegetarian,Maintain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Grilled Fish & Jeera Rice + Curd,630,92,34,18
179,63,21,Male,Very Active,Non-Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
182,78,50,Male,Very Active,Non-Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Mutton Curry & Red Rice + Beetroot Salad,720,95,38,20,Curd Rice & Pomegranate + Almonds,450,74,17,10
167,50,59,Male,Lightly Active,Vegetarian,Muscle Gain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
155,82,38,Male,Very Active,Non-Vegetarian,Maintain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Grilled Fish & Jeera Rice + Curd,630,92,34,18
175,52,42,Male,Sedentary,Vegetarian,Muscle Gain,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
151,97,20,Male,Very Active,Non-Vegetarian,Muscle Gain,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Mutton Keema & Ragi Chapati + Buttermilk,730,98,41,22,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
182,93,48,Male,Moderately Active,Non-Vegetarian,Weight Loss,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
171,94,42,Male,Sedentary,Vegetarian,Maintain,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
181,84,35,Female,Sedentary,Non-Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Tandoori Fish & Whole Wheat Roti + Pomegranate,620,88,32,16
168,82,32,Male,Moderately Active,Non-Vegetarian,Maintain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Mutton Rogan Josh & Jeera Rice + Spinach Stir Fry,750,98,42,24,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
187,52,51,Female,Moderately Active,Non-Vegetarian,Maintain,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Fish Fry & Red Rice + Sprouted Moong Salad,620,82,38,15
151,73,22,Female,Very Active,Vegetarian,Muscle Gain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Vegetable Uttapam & Mint Chutney + Banana,400,68,15,8
183,80,40,Female,Very Active,Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
189,71,22,Male,Moderately Active,Non-Vegetarian,Maintain,Egg Bhurji & Millet Roti + Chikku,340,53,14,7,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Buttermilk,540,88,20,12,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
